"post_title","post_name","ID","sku","product_url","images","tax:product_type","tax:product_cat","tax:product_tag","tax:product_shipping_class"
"Мультивитаминный крем для рук и ногтей с минералами Мертвого моря - 250 мл","%d0%bc%d1%83%d0%bb%d1%8c%d1%82%d0%b8%d0%b2%d0%b8%d1%82%d0%b0%d0%bc%d0%b8%d0%bd%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-%d0%b8-%d0%bd%d0%be%d0%b3%d1%82%d0%b5-2","1964","14942","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/multi-vitamin-cream-hands-nails-dead-sea-minerals-250ml.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Мультивитаминный минеральный крем для рук Dead Sea с аргановым мавслом","%d0%bc%d1%83%d0%bb%d1%8c%d1%82%d0%b8%d0%b2%d0%b8%d1%82%d0%b0%d0%bc%d0%b8%d0%bd%d0%bd%d1%8b%d0%b9-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4","1965","17393","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/multi-vitamin-dead-sea-minerals-hand-cream-argan-oil_0.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Мыло 26 минералов, Dead Seа","%d0%bc%d1%8b%d0%bb%d0%be-26-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%be%d0%b2-dead-se%d0%b0","1966","16018","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/26-minerals-dead-sea-soap.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Уход за телом","",""
"Мыло с Авокадо, Алоэ Вера и Минералами","%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%b0%d0%b2%d0%be%d0%ba%d0%b0%d0%b4%d0%be-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0-%d0%b8-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8","1967","17391","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/avocado-and-aloe-vera-natural-soap-dead-sea-minerals.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Лечебная косметика|Расширенный список|Уход за телом","",""
"Мыло с минеральной грязью, Dead Sea","%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b9-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-dead-sea","1968","13180","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/mineral-mud-dead-sea-soap.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Уход за телом","",""
"Мыло с Облепихой и минералами, Dead Sea","%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d0%be%d0%b1%d0%bb%d0%b5%d0%bf%d0%b8%d1%85%d0%be%d0%b9-%d0%b8-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-dead-sea","1969","13165","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/obliphica-and-minerals-dead-sea-soap.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за телом","",""
"Мыло с черной грязью, Dead Sea","%d0%bc%d1%8b%d0%bb%d0%be-%d1%81-%d1%87%d0%b5%d1%80%d0%bd%d0%be%d0%b9-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-dead-sea","1970","15878","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/black-mud-200-gr-dead-sea-soap.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за телом","",""
"Набор из трех кремов для рук, Dead Sea Cosmetics","%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d0%b8%d0%b7-%d1%82%d1%80%d0%b5%d1%85-%d0%ba%d1%80%d0%b5%d0%bc%d0%be%d0%b2-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba-dead-sea-cosmetics","1971","7616","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/natural-sea-beauty-set-3-protective-hand-cream.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Наборы|Расширенный список > Наборы|Расширенный список|Расширенный список > Скидочные наборы|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Нежный Крем Пилинг Для Лица, Органический Уход За Кожей от Canaan Organic","%d0%bd%d0%b5%d0%b6%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%bf%d0%b8%d0%bb%d0%b8%d0%bd%d0%b3-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%be%d1%80%d0%b3%d0%b0%d0%bd%d0%b8%d1%87%d0%b5%d1%81","1972","16381","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-organic-gentle-facial-peeling-cream-organic-skin-care.gif","simple","Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Солевые скрабы Dead Sea|Расширенный список > Уход за лицом|Уход за телом","",""
"Несмываемый интенсивный крем для рук из грязей Мертвого моря Dermud от АГАВА","%d0%bd%d0%b5%d1%81%d0%bc%d1%8b%d0%b2%d0%b0%d0%b5%d0%bc%d1%8b%d0%b9-%d0%b8%d0%bd%d1%82%d0%b5%d0%bd%d1%81%d0%b8%d0%b2%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d1%80%d1%83%d0%ba","1973","15211","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/ahava-leave-deadsea-mud-dermud-intensive-hand-cream.jpg","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Обезжиренный крем для лица с алоэ вера и минералами Мертвого моря крем","%d0%be%d0%b1%d0%b5%d0%b7%d0%b6%d0%b8%d1%80%d0%b5%d0%bd%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d1%81-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0","1974","14919","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/oil-free-aloe-vera-and-dead-sea-minerals-face-cream_0.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за лицом","",""
"Осветляющее мыло для лица, Dead Sea","%d0%be%d1%81%d0%b2%d0%b5%d1%82%d0%bb%d1%8f%d1%8e%d1%89%d0%b5%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-dead-sea","1975","16002","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/lightening-facial-dead-sea-soap.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Уход за лицом|Уход за телом","",""
"Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin","dead-sea-minerals-purifying-mud-mask-for-sensitive-and-acne-prone-skin","1976","14925","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > AHAVA - серия|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Для жирной кожи|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Солевые скрабы Dead Sea|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за кожей вокруг глаз|Расширенный список > Уход за кожей ног|Расширенный список > Уход за лицом|Уход за телом","",""
"Очищающая маска из грязей Мертвого моря с добавлением алоэ вера, 100 мл","%d0%be%d1%87%d0%b8%d1%89%d0%b0%d1%8e%d1%89%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b8%d0%b7-%d0%b3%d1%80%d1%8f%d0%b7%d0%b5%d0%b9-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be","1977","13172","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/purifying-dead-sea-mud-mask-aloe-vera-100-ml.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Для жирной кожи|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Очищающая маска с минералами Мертвого Моря и Алоэ Вера, 150 мл","%d0%be%d1%87%d0%b8%d1%89%d0%b0%d1%8e%d1%89%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3","1978","13175","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/purifying-dead-sea-mud-mask-aloe-vera-150-ml.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Для жирной кожи|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Очищяющий гель с грязью Мертвого Моря, Sea of Spa","%d0%be%d1%87%d0%b8%d1%89%d1%8f%d1%8e%d1%89%d0%b8%d0%b9-%d0%b3%d0%b5%d0%bb%d1%8c-%d1%81-%d0%b3%d1%80%d1%8f%d0%b7%d1%8c%d1%8e-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80%d1%8f-s","1979","7303","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-mud-cleansing-gel-natural-sea-beauty.jpg","simple","Расширенный список > Natural Sea Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Уход за лицом|Уход за телом","",""
"Olive Oil and Honey Nourishing Hair Mask with Dead Sea Minerals","olive-oil-and-honey-nourishing-hair-mask-with-dead-sea-minerals","1980","14898","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/olive-oil-honey-nourishing-hair-mask-dead-sea-minerals.jpg","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > ""Оливковое Масло Продукты Кожи ""|Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Уход за кожей рук и ног","",""
"Питательная Маска Для Лица Canaan, Косметика Мертвого Моря","%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-canaan-%d0%ba%d0%be%d1%81%d0%bc%d0%b5%d1%82%d0%b8%d0%ba","1981","16408","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-nourishing-facial-mask-dead-sea-cosmetics.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом","",""
"Питательная маска для нормальных волос , Dead Sea Cosmetics","%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bd%d0%be%d1%80%d0%bc%d0%b0%d0%bb%d1%8c%d0%bd%d1%8b%d1%85-%d0%b2%d0%be%d0%bb","1982","16259","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/nourishing-mask-normal-hair-jojoba-olive-oil-dead-sea-cosmetics.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Уход за волосами|Расширенный список > Уход за волосами","",""
"Питательный кондиционер с Алоэ Вера и минералами Мертвого Моря","%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d0%be%d0%bd%d0%b4%d0%b8%d1%86%d0%b8%d0%be%d0%bd%d0%b5%d1%80-%d1%81-%d0%b0%d0%bb%d0%be%d1%8d-%d0%b2%d0%b5%d1%80%d0%b0-%d0%b8","1983","14903","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-buckthorn-obliphica-aloe-vera-nourishing-conditioner-dead-sea-minerals.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
"Питательный ночной крем Мертвого моря от Sea of Spa","%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%bd%d0%be%d1%87%d0%bd%d0%be%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80","1984","15328","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-nourishing-night-cream-sea-spa.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Подарочный набор Мертвого Моря - Оливковое масло и мед","%d0%bf%d0%be%d0%b4%d0%b0%d1%80%d0%be%d1%87%d0%bd%d1%8b%d0%b9-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80%d1%8f-%d0%be%d0%bb%d0%b8%d0%b2%d0%ba","1986","15820","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/dead-sea-cosmetics-gift-set-olive-oil-honey_0.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Косметические наборы Dead Sea|Лечебная косметика|Расширенный список|Уход за волосами","",""
"Противовоспалительное мыло, Dead Sea","%d0%bf%d1%80%d0%be%d1%82%d0%b8%d0%b2%d0%be%d0%b2%d0%be%d1%81%d0%bf%d0%b0%d0%bb%d0%b8%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1987","15880","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/acne-200gr-dead-sea-soap.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Грязи Dead Sea|Расширенный список > Для душа|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски|Расширенный список > Уход за лицом|Уход за телом","",""
"Противпсориазное мыло, Dead Sea","%d0%bf%d1%80%d0%be%d1%82%d0%b8%d0%b2%d0%bf%d1%81%d0%be%d1%80%d0%b8%d0%b0%d0%b7%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1988","15771","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/psoriasis-dead-sea-soap.gif","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Крема от псориаза Dea Sea|Лечебная косметика|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за телом","",""
"24/7 Nourishing and Protective Night Cream","247-nourishing-and-protective-night-cream","1989","16901","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/247-nourishing-protective-night-cream.jpg","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Серия 24/7 Увлажняющий и питательный крем","%d1%81%d0%b5%d1%80%d0%b8%d1%8f-247-%d1%83%d0%b2%d0%bb%d0%b0%d0%b6%d0%bd%d1%8f%d1%8e%d1%89%d0%b8%d0%b9-%d0%b8-%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5","1990","16903","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/247-moisturizing-protective-cream-normal-dry-skin.jpg","simple","Расширенный список > Брэнд Dead Sea|Крема|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом","",""
"Солевое мыло, Sea of Spat, Dead Sea","%d1%81%d0%be%d0%bb%d0%b5%d0%b2%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-sea-of-spat-dead-sea","1991","15322","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/sea-spa-salt-dead-sea-soap.jpg","simple","Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Уход за телом","",""
"Соль Мертвого моря, обогащенная минералами","%d1%81%d0%be%d0%bb%d1%8c-%d0%bc%d0%b5%d1%80%d1%82%d0%b2%d0%be%d0%b3%d0%be-%d0%bc%d0%be%d1%80%d1%8f-%d0%be%d0%b1%d0%be%d0%b3%d0%b0%d1%89%d0%b5%d0%bd%d0%bd%d0%b0%d1%8f-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80","1992","15778","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/enriched-minerals-dead-sea-salt.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Крема от псориаза Dea Sea|Расширенный список > Лечебная серия Dead Sea|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список|Расширенный список > Соли Dead Sea|Расширенный список > Спа - серия Sea of SPA|Уход за телом","",""
"Укрепитель для ногтей, Dead Sea Minerals","%d1%83%d0%ba%d1%80%d0%b5%d0%bf%d0%b8%d1%82%d0%b5%d0%bb%d1%8c-%d0%b4%d0%bb%d1%8f-%d0%bd%d0%be%d0%b3%d1%82%d0%b5%d0%b9-dead-sea-minerals","1993","16114","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/nail-hardener-dead-sea-minerals.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Расширенный список > Крема|Лечебная косметика|Расширенный список|Расширенный список > Уход за кожей рук и ног|Уход за телом","",""
"Укрепляющая сыворотка для лица из Мертвого моря от Bio-Marine","%d1%83%d0%ba%d1%80%d0%b5%d0%bf%d0%bb%d1%8f%d1%8e%d1%89%d0%b0%d1%8f-%d1%81%d1%8b%d0%b2%d0%be%d1%80%d0%be%d1%82%d0%ba%d0%b0-%d0%b4%d0%bb%d1%8f-%d0%bb%d0%b8%d1%86%d0%b0-%d0%b8%d0%b7-%d0%bc%d0%b5%d1%80","1994","15865","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-marine-firming-dead-sea-face-serum.jpg","simple","Расширенный список > Health and Beauty Cosmetics|Расширенный список > Брэнд Dead Sea|Крема|Лечебная косметика|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Расширенный список > Уход за лицом","",""
"Успокаивающая и увлажняющая маска от Bio Marine и Dead Sea","%d1%83%d1%81%d0%bf%d0%be%d0%ba%d0%b0%d0%b8%d0%b2%d0%b0%d1%8e%d1%89%d0%b0%d1%8f-%d0%b8-%d1%83%d0%b2%d0%bb%d0%b0%d0%b6%d0%bd%d1%8f%d1%8e%d1%89%d0%b0%d1%8f-%d0%bc%d0%b0%d1%81%d0%ba%d0%b0-%d0%be%d1%82-bio","1995","15861","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/bio-marine-calming-hydrating-beauty-dead-sea-mask.jpg","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Маски Dead Sea|Расширенный список|Расширенный список > Спа - серия Sea of SPA|Сыворотки и маски|Расширенный список > Сыворотки и маски","",""
"Ханаанский Водно-питательный крем, Organic Cosmetics","%d1%85%d0%b0%d0%bd%d0%b0%d0%b0%d0%bd%d1%81%d0%ba%d0%b8%d0%b9-%d0%b2%d0%be%d0%b4%d0%bd%d0%be-%d0%bf%d0%b8%d1%82%d0%b0%d1%82%d0%b5%d0%bb%d1%8c%d0%bd%d1%8b%d0%b9-%d0%ba%d1%80%d0%b5%d0%bc-organic-cosmeti","1996","16380","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-hydra-plus-nourishing-cream-organic-cosmetics.gif","simple","Расширенный список > ""Оливковое Масло Продукты Кожи ""|Расширенный список > Organic Cosmetics|Расширенный список > Брэнд Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Уход за лицом|Уход за телом","",""
"Ханаанское крем - мыло, Dead Sea Cosmetics","%d1%85%d0%b0%d0%bd%d0%b0%d0%b0%d0%bd%d1%81%d0%ba%d0%be%d0%b5-%d0%ba%d1%80%d0%b5%d0%bc-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea-cosmetics","1997","16425","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-body-cream-soap-dead-sea-cosmetics.gif","simple","Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Расширенный список > Спа и уход за телом|Уход за телом|Расширенный список > Уход за телом","",""
"Ханаанское минеральное мыло, Dead Sea","%d1%85%d0%b0%d0%bd%d0%b0%d0%b0%d0%bd%d1%81%d0%ba%d0%be%d0%b5-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b5-%d0%bc%d1%8b%d0%bb%d0%be-dead-sea","1998","16426","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/canaan-mineral-enriched-soap-bar-dead-sea-products.gif","simple","Расширенный список > ""Бренды Косметики Мертвого Моря""|Расширенный список > AHAVA - серия|Расширенный список > Брэнд Dead Sea|Расширенный список > Для душа|Расширенный список > Мыла Dead Sea|Расширенный список > Противовоспалительная продукция ухода за лицом Dead Sea|Расширенный список|Расширенный список > Серия Chic Cosmetics|Уход за телом","",""
"Шампунь - уход для мужчин с минералами Мертвого Моря","%d1%88%d0%b0%d0%bc%d0%bf%d1%83%d0%bd%d1%8c-%d1%83%d1%85%d0%be%d0%b4-%d0%b4%d0%bb%d1%8f-%d0%bc%d1%83%d0%b6%d1%87%d0%b8%d0%bd-%d1%81-%d0%bc%d0%b8%d0%bd%d0%b5%d1%80%d0%b0%d0%bb%d0%b0%d0%bc%d0%b8-%d0%bc","1999","15891","","http://xn--80aaathfccpbcgq1axteu5pnc.xn--p1ai/wp-content/uploads/2016/05/treatment-shampoo-men-dead-sea-minerals.gif","simple","Расширенный список > Для душа|Расширенный список > Мужская косметическая линия Dead Sea|Расширенный список > Мыла Dead Sea|Расширенный список|Уход за волосами|Расширенный список > Уход за волосами|Расширенный список > Шампуни Dead Sea","",""
