index.html	true
serve_052.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=926&u=taxonomy%2Fterm%2F1001&l=dead-sea-cosmetics%2Fbath-products%2Fshampoos
serve_053.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=592&u=taxonomy%2Fterm%2F1001&l=dead-sea-cosmetics%2Fbath-products%2Fshampoos
serve_054.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=2&t=593&u=taxonomy%2Fterm%2F1001&l=dead-sea-cosmetics%2Fbath-products%2Fshampoos
serve_055.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=927&u=taxonomy%2Fterm%2F1001&l=dead-sea-cosmetics%2Fbath-products%2Fshampoos
track_019.php	https://israel-catalogcom.postaffiliatepro.com/scripts/track.php?visitorId=f24d9b9034364f98b3eb62aIPFjJq8hT&accountId=default1&tracking=1&url=S_www.israel-catalog.com%2Fdead-sea-cosmetics%2Fbath-products%2Fshampoos&referrer=&getParams=&anchor=&isInIframe=false&cookies=
shampoos_001.html	https://www.israel-catalog.com/dead-sea-cosmetics/bath-products/shampoos
shampoos_001.css	true
generatewidget_006.php	https://isr.ladesk.com/scripts/generateWidget.php?v=4.48.4.6&t=1488536081&cwid=eb4f5ecf&ie=-1&pt=Buy%20Dead%20Sea%20Shampoo%20%7C%20Israel-Catalog.com#https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fbath-products%2Fshampoos
dead-sea-mud-soap.html	https://www.israel-catalog.com/dead-sea-cosmetics/bath-products/dead-sea-mud-soap
dead-sea-mud-soap.css	true
track_020.php	https://isr.ladesk.com/scripts/track.php?S=mi1z88kfkfxl4696km2yklnj52p8o&B=aqjv7ao3khxwq34bsbsosi8nyreh6&ChS=UTF-8&D=%5B%7B%22C%22%3A%22Widget%22%2C%22i%22%3A%223915aee3%22%2C%22p%22%3A%22__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fbath-products%2Fshampoos%22%7D%5D
postmessagerelay_008.dat	https://accounts.google.com/o/oauth2/postmessageRelay?parent=https%3A%2F%2Fwww.israel-catalog.com&jsh=m%3B%2F_%2Fscs%2Fapps-static%2F_%2Fjs%2Fk%3Doz.gapi.ru.W13WTM-jlp0.O%2Fm%3D__features__%2Fam%3DAQ%2Frt%3Dj%2Fd%3D1%2Frs%3DAGLTcCOL15bw2UIaqVgHSH6WSHbo8PBD2w#rpctoken=984048123&forcesecure=1
apachesolr_search.html	https://www.israel-catalog.com/search/apachesolr_search?filters=tid%3A1375
apachesolr_search.css	true
natural-sea-beauty-foot-repair-cream.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-foot-repair-cream
natural-sea-beauty-foot-repair-cream.css	true
track_visit_010.php	https://isr.ladesk.com/scripts/track_visit.php?t=Y&C=Track&B=aqjv7ao3khxwq34bsbsosi8nyreh6&S=mi1z88kfkfxl4696km2yklnj52p8o&pt=Buy%20Dead%20Sea%20Foot%20Repair%20Cream%20by%20Natural%20Sea%20Beauty%20%20%20Israel-Catalog&url=__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-foot-repair-cream&ref=&sr=1920x1080&ud=%7B%7D&vn=Y&ci=
health-and-beauty-dead-sea-cosmetics-keratin-hair-serum.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/health-and-beauty-dead-sea-cosmetics-keratin-hair-serum.jpg
dead-sea-mud-based-cleansing-gel-sea-spa.gif	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-mud-based-cleansing-gel-sea-spa.gif
canaan-toning-water-dead-sea-products_001.gif	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/canaan-toning-water-dead-sea-products.gif
dead-sea-foot-repair-cream-natural-sea-beauty_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-small/products/images/dead-sea-foot-repair-cream-natural-sea-beauty.jpg
dead-sea-foot-repair-cream-natural-sea-beauty_002.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-main/products/images/dead-sea-foot-repair-cream-natural-sea-beauty.jpg
addthis_widget_001.js	https://secure.addthis.com/js/250/addthis_widget.js#username=xa-4cca861e762f4cb8
sidebar-block-rpt.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/sidebar-block-rpt.jpg
sidebar-block-bottom.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/sidebar-block-bottom.jpg
sidebar-block-top.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/sidebar-block-top.jpg
block-content-top.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/block-content-top.jpg
print-button.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/print-button.jpg
mail-button.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/mail-button.jpg
natural-sea-beauty-foot-repair-cream_001.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-foot-repair-cream
natural-sea-beauty-foot-repair-cream_001.css	true
natural-sea-beauty-mineral-shower-gel.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-shower-gel
natural-sea-beauty-mineral-shower-gel.css	true
shares_014.json	https://api-public.addthis.com/url/shares.json?url=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel&callback=_ate.cbs.sc_httpswwwisraelcatalogcomdeadseacosmeticsnaturalseabeautymineralshowergel0
300lo_014.json	https://m.addthis.com/live/red_lojson/300lo.json?si=58b96750a1f92198&bkl=0&bl=1&pdt=3737&sid=58b96750a1f92198&pub=xa-4cca861e762f4cb8&rev=v7.10.3-wp&ln=en&pc=men&cb=0&ab=-&dp=www.israel-catalog.com&fp=dead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel&fr=&of=4&pd=0&irt=1&vcl=1&md=0&ct=1&tct=0&abt=0&cdn=0&pi=1&rb=0&gen=100&chr=UTF-8&mk=Dead%20Sea%20Cosmetics%2CSoaps&colc=1488545616996&jsl=1&uvs=58b965b5c841c13f00e&skipb=1&callback=addthis.cbs.oln9_40797549699267390
sdk_001.js	https://connect.facebook.net/en_US/sdk.js#xfbml=1&version=v2.4
alternative-plus-active-facial-serum-dead-sea-minerals.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/alternative-plus-active-facial-serum-dead-sea-minerals.jpg
dead-sea-spa-cosmetics-retinol-vitamin-e-eye-cream.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-spa-cosmetics-retinol-vitamin-e-eye-cream.jpg
dead-sea-minerial-lift-night-cream-natural-sea-beauty.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-minerial-lift-night-cream-natural-sea-beauty.jpg
dead-sea-mineral-shower-gel-natural-sea-beauty_0_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-main/products/images/dead-sea-mineral-shower-gel-natural-sea-beauty_0.jpg
dead-sea-mineral-shower-gel-natural-sea-beauty_0_002.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-small/products/images/dead-sea-mineral-shower-gel-natural-sea-beauty_0.jpg
serve_056.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=2&t=594&u=node%2F2264&l=dead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel
serve_057.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=929&u=node%2F2264&l=dead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel
track_021.php	https://israel-catalogcom.postaffiliatepro.com/scripts/track.php?visitorId=f24d9b9034364f98b3eb62aIPFjJq8hT&accountId=default1&tracking=1&url=S_www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel&referrer=&getParams=&anchor=&isInIframe=false&cookies=
jquery.galleryview-2.1.1.js	https://www.israel-catalog.com/sites/all/modules/cpo_isr_special/galleryview-2.1.1/jquery.galleryview-2.1.1.js?X
jquery.scrollto-1.4.2-min.js	https://www.israel-catalog.com/sites/all/modules/cpo_isr_special/js/jquery.scrollTo-1.4.2-min.js?X
jquery.prettyphoto.js	https://www.israel-catalog.com/sites/all/modules/cpo_isr_special/js/prettyPhoto/js/jquery.prettyPhoto.js?X
node.only.js	https://www.israel-catalog.com/sites/all/modules/cpo_isr_special/js/node.only.js?X
star.gif	https://www.israel-catalog.com/sites/all/modules/fivestar/widgets/default/star.gif
loader.gif	https://www.israel-catalog.com/sites/all/modules/cpo_isr_special/galleryview-2.1.1/loader.gif
arrow-super.png	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/arrow-super.png
add-to-cart-button.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/add-to-cart-button.jpg
cart-blocks.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/cart-blocks.jpg
phone-icon-cart.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/phone-icon-cart.jpg
secure-icon-cart.jpg	https://www.israel-catalog.com/sites/all/themes/tendu/tendu_default/images/secure-icon-cart.jpg
natural-sea-beauty-mineral-shower-gel_001.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-shower-gel
natural-sea-beauty-mineral-shower-gel_001.css	true
like.php	https://www.facebook.com/v2.4/plugins/like.php?action=like&app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2Fao6eUeuGXQq.js%3Fversion%3D42%23cb%3Df3195e2671c9992%26domain%3Dwww.israel-catalog.com%26origin%3Dhttps%253A%252F%252Fwww.israel-catalog.com%252Ff1e6a19b55cc012%26relation%3Dparent.parent&container_width=0&font=arial&height=25&href=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-mineral-shower-gel&layout=button_count&locale=en_US&sdk=joey&send=false&share=true&show_faces=false&width=90
natural-sea-beauty-mineral-shower-gel_002.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-shower-gel
natural-sea-beauty-mineral-shower-gel_002.css	true
natural-sea-beauty-mineral-shower-gel_003.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-shower-gel
natural-sea-beauty-mineral-shower-gel_003.css	true
natural-sea-beauty-purifying-mud-body-scrub.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-mud-body-scrub
natural-sea-beauty-purifying-mud-body-scrub.css	true
shares_015.json	https://api-public.addthis.com/url/shares.json?url=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub&callback=_ate.cbs.sc_httpswwwisraelcatalogcomdeadseacosmeticsnaturalseabeautypurifyingmudbodyscrub0
300lo_015.json	https://m.addthis.com/live/red_lojson/300lo.json?si=58b9675f10c60a77&bkl=0&bl=1&pdt=3472&sid=58b9675f10c60a77&pub=xa-4cca861e762f4cb8&rev=v7.10.3-wp&ln=en&pc=men&cb=0&ab=-&dp=www.israel-catalog.com&fp=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub&fr=&of=4&pd=0&irt=1&vcl=1&md=0&ct=1&tct=0&abt=0&cdn=0&pi=1&rb=0&gen=100&chr=UTF-8&mk=Dead%20Sea%20Cosmetics%2CSpa%20%26%20Body%20care&colc=1488545631773&jsl=1&uvs=58b965b5c841c13f00f&skipb=1&callback=addthis.cbs.oln9_84000684739865230
button_011.php	https://isr.ladesk.com/scripts/button.php?ChS=UTF-8&C=Widget&i=eb4f5ecf&p=__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub
track_visit_011.php	https://isr.ladesk.com/scripts/track_visit.php?t=Y&C=Track&B=aqjv7ao3khxwq34bsbsosi8nyreh6&S=mi1z88kfkfxl4696km2yklnj52p8o&pt=Buy%20Natural%20Sea%20Beauty%20-%20Purifying%20Mud%20Body%20Scrub%20%20%20Israel-Catalog&url=__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub&ref=&sr=1920x1080&ud=%7B%7D&vn=Y&ci=
dead-sea-mud-cleansing-gel-natural-sea-beauty_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-mud-cleansing-gel-natural-sea-beauty.jpg
dead-sea-delicate-peeling-mask_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-delicate-peeling-mask.jpg
dead-sea-deep-cleansing-milk-natural-sea-beauty.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-deep-cleansing-milk-natural-sea-beauty.jpg
natural-sea-beauty-purifying-mud-body-scrub_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-main/products/images/natural-sea-beauty-purifying-mud-body-scrub.jpg
natural-sea-beauty-purifying-mud-body-scrub_002.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-small/products/images/natural-sea-beauty-purifying-mud-body-scrub.jpg
serve_058.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=2&t=594&u=node%2F2290&l=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub
serve_059.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=929&u=node%2F2290&l=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub
track_022.php	https://israel-catalogcom.postaffiliatepro.com/scripts/track.php?visitorId=f24d9b9034364f98b3eb62aIPFjJq8hT&accountId=default1&tracking=1&url=S_www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub&referrer=&getParams=&anchor=&isInIframe=false&cookies=
generatewidget_007.php	https://isr.ladesk.com/scripts/generateWidget.php?v=4.48.4.6&t=1488536081&cwid=eb4f5ecf&ie=-1&pt=Buy%20Natural%20Sea%20Beauty%20-%20Purifying%20Mud%20Body%20Scrub%20%7C%20Israel-Catalog#https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-mud-body-scrub
natural-sea-beauty-power-body-moisturizer-normal-dry-skin.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-power-body-moisturizer-normal-dry-skin
natural-sea-beauty-power-body-moisturizer-normal-dry-skin.css	true
shares_016.json	https://api-public.addthis.com/url/shares.json?url=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin&callback=_ate.cbs.sc_httpswwwisraelcatalogcomdeadseacosmeticsnaturalseabeautypowerbodymoisturizernormaldryskin0
300lo_016.json	https://m.addthis.com/live/red_lojson/300lo.json?si=58b9676e8ff7258f&bkl=0&bl=1&pdt=3062&sid=58b9676e8ff7258f&pub=xa-4cca861e762f4cb8&rev=v7.10.3-wp&ln=en&pc=men&cb=0&ab=-&dp=www.israel-catalog.com&fp=dead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin&fr=&of=4&pd=0&irt=1&vcl=1&md=0&ct=1&tct=0&abt=0&cdn=0&pi=1&rb=0&gen=100&chr=UTF-8&mk=Dead%20Sea%20Cosmetics%2CSpa%20%26%20Body%20care&colc=1488545646534&jsl=1&uvs=58b965b5c841c13f010&skipb=1&callback=addthis.cbs.oln9_104290649632402870
track_visit_012.php	https://isr.ladesk.com/scripts/track_visit.php?t=Y&C=Track&B=aqjv7ao3khxwq34bsbsosi8nyreh6&S=mi1z88kfkfxl4696km2yklnj52p8o&pt=Buy%20Dead%20Sea%20Body%20Lotion%20by%20Natural%20Sea%20Beauty%20%20%20Israel-Catalog&url=__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin&ref=&sr=1920x1080&ud=%7B%7D&vn=Y&ci=
dead-sea-spa-cosmetics-olive-oil-night-cream.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-spa-cosmetics-olive-oil-night-cream.jpg
pumpkin-peeling-mask-dead-sea-minerals_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/pumpkin-peeling-mask-dead-sea-minerals.jpg
alternative-plus-active-light-moisture-cream-dead-sea-minerals_0.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/alternative-plus-active-light-moisture-cream-dead-sea-minerals_0.jpg
dead-sea-body-lotion-natural-sea-beauty_0_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-main/products/images/dead-sea-body-lotion-natural-sea-beauty_0.jpg
dead-sea-body-lotion-natural-sea-beauty_0_002.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-small/products/images/dead-sea-body-lotion-natural-sea-beauty_0.jpg
ao6eueugxqq.js	https://staticxx.facebook.com/connect/xd_arbiter/r/ao6eUeuGXQq.js?version=42#channel=f24111a6f95dec4&origin=https%3A%2F%2Fwww.israel-catalog.com
serve_060.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=2&t=594&u=node%2F2291&l=dead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin
serve_061.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=929&u=node%2F2291&l=dead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin
track_023.php	https://israel-catalogcom.postaffiliatepro.com/scripts/track.php?visitorId=f24d9b9034364f98b3eb62aIPFjJq8hT&accountId=default1&tracking=1&url=S_www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin&referrer=&getParams=&anchor=&isInIframe=false&cookies=
generatewidget_008.php	https://isr.ladesk.com/scripts/generateWidget.php?v=4.48.4.6&t=1488536081&cwid=eb4f5ecf&ie=-1&pt=Buy%20Dead%20Sea%20Body%20Lotion%20by%20Natural%20Sea%20Beauty%20%7C%20Israel-Catalog#https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin
natural-sea-beauty-power-body-moisturizer-normal-dry-skin_001.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-power-body-moisturizer-normal-dry-skin
natural-sea-beauty-power-body-moisturizer-normal-dry-skin_001.css	true
natural-sea-beauty-power-body-moisturizer-normal-dry-skin_002.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-power-body-moisturizer-normal-dry-skin
natural-sea-beauty-power-body-moisturizer-normal-dry-skin_002.css	true
bus_004.html	https://2-vbus-uk.ladesk.com/4_48_4_6/scripts/lib/bus.html?v=4.48.4.6#%7B%22location%22%3A%22https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-power-body-moisturizer-normal-dry-skin%22%2C%22b%22%3A%22aqjv7ao3khxwq34bsbsosi8nyreh6%22%2C%22t%22%3A%22u72287_3986%22%7D
natural-sea-beauty-mineral-anti-wrinkle-anti-age-cream.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-anti-wrinkle-anti-age-cream
natural-sea-beauty-mineral-anti-wrinkle-anti-age-cream.css	true
natural-sea-beauty-mineral-active-night-care.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mineral-active-night-care
natural-sea-beauty-mineral-active-night-care.css	true
natural-sea-beauty-purifying-dead-sea-mud-shampoo.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-dead-sea-mud-shampoo
natural-sea-beauty-purifying-dead-sea-mud-shampoo.css	true
shares_017.json	https://api-public.addthis.com/url/shares.json?url=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo&callback=_ate.cbs.sc_httpswwwisraelcatalogcomdeadseacosmeticsnaturalseabeautypurifyingdeadseamudshampoo0
300lo_017.json	https://m.addthis.com/live/red_lojson/300lo.json?si=58b96781bc9f121c&bkl=0&bl=1&pdt=3183&sid=58b96781bc9f121c&pub=xa-4cca861e762f4cb8&rev=v7.10.3-wp&ln=en&pc=men&cb=0&ab=-&dp=www.israel-catalog.com&fp=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo&fr=&of=4&pd=0&irt=1&vcl=1&md=0&ct=1&tct=0&abt=0&cdn=0&pi=1&rb=0&gen=100&chr=UTF-8&mk=Dead%20Sea%20Cosmetics%2CHair%20Care&colc=1488545665845&jsl=1&uvs=58b965b5c841c13f011&skipb=1&callback=addthis.cbs.oln9_248425726551611660
dead-sea-cosmetics-gift-set-olive-oil-honey_0_001.gif	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-cosmetics-gift-set-olive-oil-honey_0.gif
dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
lavilin-teens-roll-deodorant_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/similar_products/products/images/lavilin-teens-roll-deodorant.jpg
dead-sea-purifying-mud-shampoo-natural-sea-beauty_001.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-main/products/images/dead-sea-purifying-mud-shampoo-natural-sea-beauty.jpg
dead-sea-purifying-mud-shampoo-natural-sea-beauty_002.jpg	https://www.israel-catalog.com/sites/default/files/imagecache/prod-small/products/images/dead-sea-purifying-mud-shampoo-natural-sea-beauty.jpg
generatewidget_009.php	https://isr.ladesk.com/scripts/generateWidget.php?v=4.48.4.6&t=1488536081&cwid=eb4f5ecf&ie=-1&pt=Buy%20Dead%20Sea%20Purifying%20Mud%20Shampoo%20by%20Natural%20Sea%20Beauty%20%7C%20Israel-Catalog#https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo
serve_062.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=2&t=594&u=node%2F2234&l=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo
serve_063.php	https://www.israel-catalog.com/sites/all/modules/ad/serve.php?q=1&t=929&u=node%2F2234&l=dead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo
ao6eueugxqq_001.js	https://staticxx.facebook.com/connect/xd_arbiter/r/ao6eUeuGXQq.js?version=42#channel=f184b0ae990e42e&origin=https%3A%2F%2Fwww.israel-catalog.com
track_024.php	https://israel-catalogcom.postaffiliatepro.com/scripts/track.php?visitorId=f24d9b9034364f98b3eb62aIPFjJq8hT&accountId=default1&tracking=1&url=S_www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo&referrer=&getParams=&anchor=&isInIframe=false&cookies=
bus_005.html	https://2-vbus-uk.ladesk.com/4_48_4_6/scripts/lib/bus.html?v=4.48.4.6#%7B%22location%22%3A%22https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo%22%2C%22b%22%3A%22aqjv7ao3khxwq34bsbsosi8nyreh6%22%2C%22t%22%3A%22u72287_3986%22%7D
like_001.php	https://www.facebook.com/v2.4/plugins/like.php?action=like&app_id=&channel=https%3A%2F%2Fstaticxx.facebook.com%2Fconnect%2Fxd_arbiter%2Fr%2Fao6eUeuGXQq.js%3Fversion%3D42%23cb%3Df15bd9d9187311e%26domain%3Dwww.israel-catalog.com%26origin%3Dhttps%253A%252F%252Fwww.israel-catalog.com%252Ff184b0ae990e42e%26relation%3Dparent.parent&container_width=0&font=arial&height=25&href=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo&layout=button_count&locale=en_US&sdk=joey&send=false&share=true&show_faces=false&width=90
natural-sea-beauty-purifying-dead-sea-mud-shampoo_001.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-dead-sea-mud-shampoo
natural-sea-beauty-purifying-dead-sea-mud-shampoo_001.css	true
natural-sea-beauty-purifying-dead-sea-mud-shampoo_002.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-dead-sea-mud-shampoo
natural-sea-beauty-purifying-dead-sea-mud-shampoo_002.css	true
natural-sea-beauty-purifying-dead-sea-mud-shampoo_003.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-dead-sea-mud-shampoo
natural-sea-beauty-purifying-dead-sea-mud-shampoo_003.css	true
natural-sea-beauty-purifying-mud-mask-dry-delicate-skin.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-purifying-mud-mask-dry-delicate-skin
natural-sea-beauty-purifying-mud-mask-dry-delicate-skin.css	true
track_025.php	https://isr.ladesk.com/scripts/track.php?S=mi1z88kfkfxl4696km2yklnj52p8o&B=aqjv7ao3khxwq34bsbsosi8nyreh6&ChS=UTF-8&D=%5B%7B%22C%22%3A%22Widget%22%2C%22i%22%3A%223915aee3%22%2C%22p%22%3A%22__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty-purifying-dead-sea-mud-shampoo%22%7D%5D
natural-sea-beauty-mud-body-mask.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty-mud-body-mask
natural-sea-beauty-mud-body-mask.css	true
dead-sea-whitening-serum-natural-sea-beauty.html	https://www.israel-catalog.com/dead-sea-cosmetics/natural-sea-beauty/dead-sea-whitening-serum-natural-sea-beauty
dead-sea-whitening-serum-natural-sea-beauty.css	true
shares_018.json	https://api-public.addthis.com/url/shares.json?url=https%3A%2F%2Fwww.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty%2Fdead-sea-whitening-serum-natural-sea-beauty&callback=_ate.cbs.sc_httpswwwisraelcatalogcomdeadseacosmeticsnaturalseabeautydeadseawhiteningserumnaturalseabeauty0
300lo_018.json	https://m.addthis.com/live/red_lojson/300lo.json?si=58b9679660a4de8a&bkl=0&bl=1&pdt=3313&sid=58b9679660a4de8a&pub=xa-4cca861e762f4cb8&rev=v7.10.3-wp&ln=en&pc=men&cb=0&ab=-&dp=www.israel-catalog.com&fp=dead-sea-cosmetics%2Fnatural-sea-beauty%2Fdead-sea-whitening-serum-natural-sea-beauty&fr=&of=4&pd=0&irt=1&vcl=1&md=0&ct=1&tct=0&abt=0&cdn=0&pi=1&rb=0&gen=100&chr=UTF-8&colc=1488545687027&jsl=1&uvs=58b965b5c841c13f012&skipb=1&callback=addthis.cbs.oln9_354066880391813440
track_visit_013.php	https://isr.ladesk.com/scripts/track_visit.php?t=Y&C=Track&B=aqjv7ao3khxwq34bsbsosi8nyreh6&S=mi1z88kfkfxl4696km2yklnj52p8o&pt=Buy%20Dead%20Sea%20Whitening%20Serum%20by%20Natural%20Sea%20Beauty%20%20%20Israel-Catalog&url=__S__www.israel-catalog.com%2Fdead-sea-cosmetics%2Fnatural-sea-beauty%2Fdead-sea-whitening-serum-natural-sea-beauty&ref=&sr=1920x1080&ud=%7B%7D&vn=Y&ci=
