;Бланк заказа ООО ИКЦ КОНТРАКТ на 25.05.17;;;;;Сумма;4;Общий заказ;;Итого со скидкой;;;;;;;;
6149/0;;"Z-8C
Крем для рук с манго и папайей 75 мл
5200393802914";Z-8C;0,09;254;5200393802914;0;449р.;292р.;; - ;;;Активно увлажняет, смягчает и омолаживает кожу. С приятным ароматом экзотических фруктов.Содержание натуральных ингредиентов: 96,6%Тип кожи: все типы кожи, сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, снятие раздражения.  Объем: 75 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Cetearyl Alcohol, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Sclerocarya Birrea (Marula) Seed Oil, Bertholletia Excelsa (Brazil) Nut Oil, Tocopheryl Acetate, Ethylehexyl Olivate, Biosaccharide Gum-1, Mangifera Indica (Mango) Seed Butter, Carica Papaya Seed Oil, Panthenol, Allantoin, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
6150/0;;"Z-8D
Крем для рук с арганой и гранатом 75 мл
5200393819028";Z-8D;0,09;254;5200393819028;0;449р.;292р.;; - ;;;Защищает от признаков преждевременного старения, улучшает текстуру кожи, делая ее гладкой и эластичной.Содержание натуральных ингредиентов: 96,5%Тип кожи: сухая/обезвоженная, увядающая/зрелаяПотребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, снятие раздражения.Объем: 75 мл.;Aqua (Water), Glycerin, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Glyceryl Stearate, Peg-40 Stearate, Ceteareth-20, Cetyl Palmitate, Sorbitan Palmitate/Oleate, Olea Europaea (Olive) Fruit Oil, Cetearyl Olivate, Sorbitan Olivate, Argania Spinosa (Argan) Kernel Oil, Plukenetia Volubilis (Inca Inchi) Seed Oil, Tocopheryl Acetate, Ethylhexyl Olivate, Punica Granatum (Pomegranate) Seed Extract, Butyrospermum Parkii (Shea) Butter, Elaeis Guineensis (Palm) Butter, Euterpe Olerecea (Acai) Pulp Powder, Simmondsia Chinensis (Jojoba) Seed Oil, Achillea Millefolium (Yarrow) Flower Water, Phenoxyethanol, Decylene Glycol, Caprylyl Glycol, Panthenol, Sodium Polyacrylate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Parfum (Fragrance), Sodium Phytate, Ethylhexylglycerin;;;
;Aphrodite;Мыло оливковое;;;;;;;;;;;;;;;;
6152/0;;"Z-70
Мыло оливковое натуральное. Без отдушек.  100 г
5200393896494";Z-70;0,1;163;5200393896494;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Гипоаллергенно. Идеально подходит для кожи лиц, страдающих аллергией, псориазом или экземой.Содержание натуральных ингредиентов: 100%Тип кожи: чувствительная, все типы кожи.Потребности кожи: очищение и тонизирование, снятие раздражения, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Sodium Chloride;;;
6153/0;;"Z-71
Мыло оливковое с манго и папайей  100 г
5200393823452";Z-71;0,1;163;5200393823452;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Прекрасно очищает и увлажняет кожу. С приятным ароматом экзотических фруктов.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine,  Sodium Chloride, Parfum (Fragrance), Mangifera Indica (Mango) Seed Butter, Carica (Papaya) Seed Oil, D-Limonene*, Linalool*, Benzyl Benzoate*, Hexyl Cinnamal*, Geraniol*, Amyl Cinnamal*, Butylphenyl-Methylpropional (Lilial)*, Benzyl Salicylate*  (*Fragrance constituents);;;
6154/0;;"Z-72
Мыло оливковое с арганой 100 г
5200393838722";Z-72;0,1;163;5200393838722;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Интенсивно увлажняет и восстанавливает кожу.Содержание натуральных ингредиентов: 100%Тип кожи: сухая/обезвоженная, чувствительная, увядающая/зрелая.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Argania (Argan) Spinosa Kernel Oil, Parfum (Fragrance), Glycerine, Sodium Chloride;;;
6155/0;;"Z-73
Мыло оливковое с листьями оливы 100 г
5200393883456";Z-73;0,1;163;5200393883456;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Интенсивно увлажняет и восстанавливает кожу.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, снятие раздражения, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Olea Europaea (Olive) Leaves, Sodium Chloride;;;
6156/0;;"Z-74
Мыло оливковое с гранатом 100 г
5200393812432";Z-74;0,1;163;5200393812432;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Обладает антиоксидантным и омолаживающим действием. Уменьшает секрецию сальных желез.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, увядающая/зрелаяПотребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Punica Granatum (Pomegranate) Extract, Fragrance, Sodium Chloride;;;
6157/0;;"Z-75
Мыло оливковое с маслом с маслом ши и овсяными хлопьями  100 г
5200393801269";Z-75;0,1;163;5200393801269;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Со свойством скраба. Мягко отшелушивает кожу, обеспечивая эффект лёгкого пилинга. Увлажняет, успокаивает и повышает защитную функцию кожи.Содержание натуральных ингредиентов: 100%Тип кожи: чувствительная, все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, снятие раздражения. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Butyrospermum Parkii (Shea) Butter, Avena Sativa (Oat) Kernel Meal, Sodium Chloride;;;
6158/0;;"Z-76
Мыло оливковое с шалфеем и лимоном 100 г
5200393805625";Z-76;0,1;163;5200393805625;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Со свойством скраба. Эффективно очищает поры и успокаивает кожу.Содержание натуральных ингредиентов: 100%Тип кожи: жирная/комбинированная, чувствительная.Потребности кожи: очищение и тонизирование, снятие раздражения. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Citrus Limonum (Lemon) Oil, Oleum Salvia Sclarea (Sage) Oil, Salvia Sclarea (Sage) Leaves, Sodium Chloride;;;
6159/0;;"Z-77
Мыло оливковое с ароматом гардении 100 г
5200393807612";Z-77;0,1;163;5200393807612;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Увлажняет, питает и смягчает кожу, делая ее более гладкой и эластичной.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Gardenia Fragrance, Amyl Cinnamal*, Benzyl Salicylate*, Hexyl Cinnamaldehyde*, Hydroxycitronellal*, Linalool*, Sodium Chloride. (*Fragrance constituents);;;
6160/0;;"Z-78
Мыло оливковое с ароматом жасмина 100 г
5200393839811";Z-78;0,1;163;5200393839811;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Эффективно питает и увлажняет кожу. Придает ей восхитительную нежность и мягкость.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Jasmine Fragrance, Amyl Cinnamal*, Benzyl Benzoate*, Hexyl Cinnamaldehyde*, Sodium Chloride (*Fragrance constituents);;;
6161/0;;"Z-79
Мыло оливковое с апельсином и корицей 100 г
5200393823919";Z-79;0,1;163;5200393823919;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Прекрасно очищает, увлажняет и успокаивает кожу.Содержание натуральных ингредиентов: 100%Тип кожи: чувствительная, сухая/обезвоженная.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, снятие раздражения. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Citrus Sinensis (Orange) Oil, D-Limonene, Linalool*, Citral*, Cinnamomum Cassia (Cinnamon) Bark, Sodium Chloride (*Essential oil constituents);;;
6162/0;;"Z-81
Мыло оливковое с алоэ вера  100 г
5200393892649";Z-81;0,1;163;5200393892649;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Активно увлажняет и успокаивает кожу.Содержание натуральных ингредиентов: 100%Тип кожи: нормальная, чувствительная, сухая/обезвоженная.Потребности кожи: снятие раздражения, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Aloe Barbadensis Juice, Sodium Chloride;;;
6163/0;;"Z-83
Мыло оливковое с лавандой  100 г
5200393898511";Z-83;0,1;163;5200393898511;9;149р.;97р.;; - ;;;"Серия """"Бодрящий аромат"""". Снимает напряжение, успокаивает, устраняет воспаление. Обладает антибактериальными свойствами.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи. Потребности кожи: снятие раздражения, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Lavandula Abrialis (Lavender) Oil, Sodium Chloride, Linalool* (*Essential oil constituent);;;
6164/0;;"Z-84
Мыло оливковое с медом  100 г
5200393803720";Z-84;0,1;163;5200393803720;9;149р.;97р.;; - ;;;"Серия """"Травяные экстракты"""". Увлажняет кожу, улучшает ее упругость и эластичность. Обладает антибактериальными свойствами.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, сухая/обезвоженная, нормальная, чувствительная.Потребности кожи: снятие раздражения, увлажнение и восстановление сияния. Объем: 100 гр.";Sodium Olivate (Olive Oil), Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), Glycerine, Honey, Sodium Chloride;;;
;Aphrodite;Наборы подарочные;;;;;;;;;;;;;;;;
6197/0;;"D-3
Подарочный набор по уходу за телом «Эликсир молодости» 150 г
5200393839316";D-3;0,24;789;5200393839316;0;1 499р.;974р.;; - ;;;"Состав подарочного набора по уходу за телом """"Эликсир молодости"""":- Крем для рук """"Эликсир молодости""""- Лосьон для тела """"Эликсир молодости"""".- Крем-суфле для тела «Эликсир молодости».- Крем для ног """"Эликсир молодости"""".- Защитный бальзам для губ Мгновенное увлажнение с молоком ослиц- Оливковое мыло с алоэ вера. Объем: 150 гр.";;;;
6198/0;;"D-90
СПА набор для рук и ног ""Эликсир молодости"" 160 г
5200393843566";D-90;0,21;938;5200393843566;0;1 299р.;844р.;; - ;;;"Состав СПА набора для рук и ног """"Эликсир молодости"""": - Крем для рук """"Эликсир молодости"""".- Крем для ног """"Эликсир молодости"""".Содержание натуральных ингредиентов: 96,5%Тип кожи: чувствительная, увядающая/зрелая.Потребности кожи: увлажнение и восстановление сияния, снятие раздражения, антивозрастной уход, восстановление упругости, защита от загрязнений окружающей среды. Объем: 160 гр.";;;;
6203/0;;"T-2
Подарочный набор для мужчин 155 г
5200393888888";T-2;0,24;789;5200393888888;0;999р.;649р.;; - ;;;"Состав подарочного набора для мужчин """"APOLLON"""":Мужской шампунь """"Увлажнение и укрепление"""" для всех типов волос.Мужской гель для душа """"Увлажнение и тонизирование"""".Гель для бритья """"Увлажнение и тонизирование"""".Бальзам после бритья """"Увлажнение и свежесть"""".Оливковое мыло с алоэ вера. Объем: 155 гр.";;;;
6204/0;;"T-3A
Подарочный набор по уходу за телом (с ромашкой)  150 г
5200393877882";T-3A;0,24;789;5200393877882;0;1 299р.;844р.;; - ;;;Состав подарочного набора по уходу за телом (с ромашкой): - Крем для рук с авокадо и ромашкой.- Лосьон для тела с авокадо и ромашкой.- Крем-масло для тела с миндалем и мёдом.- Крем для ног с лавандой и арникой.- Защитный бальзам для губ с ванилью.- Оливковое мыло с алоэ вера. Объем: 150 гр.;;;;
6205/0;;"T-3B
Подарочный набор для ухода за телом (с алоэ вера)  150 г
5200393833222";T-3B;0,24;789;5200393833222;0;1 299р.;844р.;; - ;;;Состав подарочного набора по уходу за телом (с алоэ вера): - Крем для рук с алоэ вера.- Лосьон для тела с алоэ вера.- Крем-масло для тела с какао-маслом и ванилью.- Крем для ног с алоэ вера и арникой.- Защитный бальзам для губ с манго.- Оливковое мыло с алоэ вера.Объем: 150 гр.;;;;
6206/0;;"T-4
Подарочный SPA набор для лица  105 г
5200393811558";T-4;0,17;549;5200393811558;0;2 349р.;1 527р.;; - ;;;"Состав подарочного SPA набора для лица: - Очищающий гель для лица, очищающее и увлажняющее молочко для лица.- Нежный скраб для лица.- Антивозрастной увлажняющий крем для кожи вокруг глаз с коэнзимом Q10.- Дневной крем для лица """"Увлажнение и сияние"""".- Антивозрастной питательный ночной крем для лица.- Защитный бальзам для губ с малиной. Объем: 105 гр.";;;;
6165/0;;"Z-2A
Набор мыла оливкового ""Классика на все времена"". 2 куска: с алоэ вера и оригинальное без
5200393845638";Z-2A;0,18;403;5200393845638;9;299р.;194р.;; - ;;;Элегантно упакованный подарочный набор из 2 видов мыла: оливковое мыло без отдушек, оливковое мыло с алоэ вера.Содержание натуральных ингредиентов: 100%Тип кожи: чувствительная, нормальная, сухая/обезвоженная, все типы кожи.Потребности кожи: снятие раздражения, увлажнение и восстановление сияния, очищение и тонизирование. Объем: 170 гр.;;;;
6166/0;;"Z-2B
Набор мыла оливкового ""Время для релакса"". 2 куска: с лавандой, с ромашкой и календулой 170 г
5200393809364";Z-2B;0,18;403;5200393809364;9;299р.;194р.;; - ;;;Элегантно упакованный подарочный набор из 2 видов мыла: оливковое мыло с ромашкой и календулой, оливковое мыло с лавандой.Содержание натуральных ингредиентов: 100%Тип кожи: чувствительная, все типы кожи.Потребности кожи: снятие раздражения, увлажнение и восстановление сияния. Объем: 170 гр.;;;;
6167/0;;"Z-2C
Набор мыла оливкового ""Бодрящие ароматы"". 2 куска: с гранатом,  с манго и папайей 170 г
5200393894537";Z-2C;0,18;403;5200393894537;9;299р.;194р.;; - ;;;Элегантно упакованный подарочный набор из 2 видов мыла: оливковое мыло с ароматом манго и папайи, оливковое мыло с гранатом.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, увядающая/зрелая.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости. Объем: 170гр.;;;;
6168/0;;"Z-3A
Набор мыла оливкового ""Ароматные травы"". 3 куска: с лавандой, с шалфеем и лимоном, оригинальн
5200393856474";Z-3A;0,27;361;5200393856474;9;399р.;259р.;; - ;;;Элегантно упакованный подарочный набор из 3 видов мыла: оливковое мыло без отдушек, оливковое мыло с шалфеем и лимоном, оливковое мыло с лавандой.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, чувствительная, жирная/комбинированная.Потребности кожи: очищение и тонизирование, снятие раздражения, увлажнение и восстановление сияния. Объем: 255 гр.;;;;
6169/0;;"Z-3B
Набор мыла оливкового ""Интенсивное увлажнение"". 3 куска: с арганой, с алоэ вера, с ро
5200393812937";Z-3B;0,27;361;5200393812937;9;399р.;259р.;; - ;;;Элегантно упакованный подарочный набор из 3 видов мыла: оливковое мыло с арганой, оливковое мыло с алоэ вера, оливковое мыло с ромашкой и календулой.Содержание натуральных ингредиентов: 100%Тип кожи: сухая/обезвоженная, чувствительная, увядающая/зрелая, нормальная.Потребности кожи: антивозрастной уход, восстановление упругости, очищение и тонизирование, увлажнение и восстановление сияния, снятие раздражения. Объем: 255 гр.;;;;
6170/0;;"Z-3C
Набор мыла оливкового ""Бодрящие ароматы"". 3 куска: с гранатом, лавандой, с манго и папайей 255
5200393867203";Z-3C;0,27;361;5200393867203;9;399р.;259р.;; - ;;;Элегантно упакованный подарочный набор из 3 видов мыла: оливковое мыло с манго и папайей, оливковое мыло с гранатом, оливковое мыло с лавандой.Содержание натуральных ингредиентов: 100%Тип кожи: все типы кожи, увядающая/зрелая.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, снятие раздражения. Объем: 255 гр.;;;;
6171/0;;"Z-4A
Набор мыла оливкового ""Ароматные травы"". 4 куска: с лавандой, с алоэ вера, с шалфеем и лимоно
5200393809463";Z-4A;0,37;702;5200393809463;7;499р.;324р.;; - ;;;Элегантно упакованный подарочный набор из 4 видов мыла: оливковое мыло с шалфеем и лимоном, оливковое мыло с ромашкой и календулой, оливковое мыло с алоэ вера, оливковое мыло с лавандой.Содержание натуральных ингредиентов: 100%Тип кожи: жирная/комбинированная, чувствительная, нормальная, сухая/обезвоженная, все типы кожи.Потребности кожи: очищение и тонизирование, снятие раздражения, увлажнение и восстановление сияния. Объем: 340гр.;;;;
6172/0;;"Z-4B
Набор мыла оливкового ""Фирменная коллекция"". 4 куска: с гранатом, с арганой, с манго и папайей,
5200393821366";Z-4B;0,37;702;5200393821366;7;499р.;324р.;; - ;;;Элегантно упакованный подарочный набор из 4 видов мыла: оливковое мыло без отдушек, оливковое мыло с манго и папайей, оливковое мыло с арганой, оливковое мыло с гранатом.Содержание натуральных ингредиентов: 100%Тип кожи: сухая/обезвоженная, увядающая/зрелая, чувствительная, все типы кожи.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, снятие раздражения. Объем: 340 гр.;;;;
6202/0;;"Z-90B
СПА набор  для рук и ног с алоэ вера  160 г
5200393853268";Z-90B;0,21;938;5200393853268;0;949р.;617р.;; - ;;;Состав СПА набора для рук и ног с алоэ вера: - Крем для рук с алоэ вера.- Крем для ног с алоэ вера и арникой.Содержание натуральных ингредиентов: 96,5%Тип кожи: сухая/обезвоженная, чувствительная.Потребности кожи: увлажнение и восстановление сияния, защита от загрязнений окружающей среды, снятие раздражения. Объем: 160 гр.;;;;
6199/0;;"Z-95B
Подарочный набор ""Интенсивное увлажнение"" с алоэ вера 50 г
5200393842910";Z-95B;0,08;419;5200393842910;0;499р.;324р.;; - ;;;;увлажняющий крем для рук с алоэ вера, натуральный защитный бальзам для губ без запаха.Содержание натуральных ингредиентов: 97%Тип кожи: все типы кожи, сухая/обезвоженная, чувствительная.Потребности кожи: увлажнение и восстановление сияния, защита от солнца, защита от загрязнений окружающей среды, снятие раздражения. Объем: 50 гр.;;;
6200/0;;"Z-95C
Подарочный набор ""Экзотическое ультрапитание"" с манго и папайей 50 г
5200393840770";Z-95C;0,08;419;5200393840770;0;499р.;324р.;; - ;;;;питательный крем для рук с манго и папайя, защитный бальзам для губ с манго.Содержание натуральных ингредиентов: 97%Тип кожи: все типы кожи, сухая/обезвоженная.Потребности кожи: увлажнение и восстановление сияния, антивозрастной уход, восстановление упругости, снятие раздражения, защита от солнца. Объем: 50 гр.;;;
6201/0;;"Z-95D
Подарочный набор ""Сияние молодости"" 50 г
5200393858102";Z-95D;0,08;419;5200393858102;0;499р.;324р.;; - ;;;;крем для рук с арганой и гранатом, защитный бальзам для губ с малиной.Содержание натуральных ингредиентов: 97%Тип кожи: сухая/обезвоженная, увядающая/зрелая, все типы кожи.Потребности кожи: антивозрастной уход, восстановление упругости, увлажнение и восстановление сияния, снятие раздражения, защита от солнца. Объем: 50 гр.;;;
;Aphrodite;Уход за волосами;;;;;;;;;;;;;;;;
6173/0;;"Z-11
Шампунь мягкий для ежедневного применения. Для всех типов волос. 250 мл
5200393808640";Z-11;0,28;410;5200393808640;0;649р.;422р.;; - ;;;С экстрактами розмарина и шалфея.Лёгкая формула бережно очищает и ухаживает за волосами. Успокаивает кожу головы, восстанавливает естественный блеск, облегчает укладку.Содержание натуральных ингредиентов: 92,5%Тип волос: для всех типов волос.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 250 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Coco Glucoside, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Peg-90 Glyceryl Isostearate, Laureth-2, Inulin, Olea Europaea (Olive) Fruit Oil, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Glycerin, Hydrolyzed Glycosaminoglycans, Hydrolyzed Rice Protein, Hyaluronic Acid, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Biotin, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6174/0;;"Z-12M
Шампунь ""Увлажнение и сияние"". Для нормальных или сухих волос.  250 мл
5200393824688";Z-12M;0,28;410;5200393824688;0;699р.;454р.;; - ;;;С алоэ вера, растительным кератином и гиалуроновой кислотой.Восстанавливает структуру и водный баланс волос, придаёт им мягкость, здоровый блеск и объем.Содержание натуральных ингредиентов: 92%Тип волос: для нормальных/сухих волосПотребности кожи: очищение и тонизирование, увлажнение и восстановление сияния. Объем: 250 мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Coco Glucoside, Sodium Cocoyl Isethionate, Aloe Barbadensis Leaf Juice, Laureth-2, Peg-90 Glyceryl Isostearate, Inulin, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Hyaluronic Acid, Glycerin, Glucosaminoglycans, Hydrolyzed Rice Protein, Olea Europaea (Olive) Fruit Oil, Chamomilla Recutita (Matricaria) Flower Extract, Honey Extract, Panthenol, Sodium Benzoate, Potassium Sorbate, Guar Hydroxypropyl Trimonium Chloride, Parfum (Fragrance), Sodium Phytate;;;
6175/0;;"Z-12P
Шампунь ""Защита цвета и восстановление"". Для окрашенных и поврежденных волос. 250 мл
5200393808602";Z-12P;0,28;410;5200393808602;0;699р.;454р.;; - ;;;С растительным кератином, провитамином B5, протеинами киноа и баобаба.Активно укрепляет, защищает и восстанавливает поврежденные волосы. Способствует сохранению яркости цвета волос.Содержание натуральных ингредиентов: 91,6%Тип волос: для окрашенных/поврежденных волос.Потребности кожи: очищение и тонизирование, увлажнение и восстановление сияния, защита от загрязнений окружающей среды. Объем: 250мл.;Aqua (Water), Sodium Lauroyl Sarcosinate, Sodium Cocoyl Isethonate, Coco Glucoside, Cocamidopropyl Betaine, Laureth-2, Peg-90 Glyceryl Isostearate, Hydrolyzed Quinoa, Hydrolyzed Adansonia Digitata (Baobab) Seed Protein, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Inulin, Olea Europaea (Olive) Fruit Oil, Camellia Oleifera Seed Oil, Panthenol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6178/0;;"Z-14L
Сыворотка для волос не требующая ополаскивания.  75 мл
5200393863632";Z-14L;0,1;419;5200393863632;0;699р.;454р.;; - ;;;Лечебный уход. Не требует смывания. Увлажняет и укрепляет поврежденные волосы, предотвращает их ломкость и сечение. Отлично защищает от вредных воздействий салонных процедур и горячей укладки.Содержание натуральных ингредиентов: 97,3%Тип волос: для окрашенных/поврежденных волос, для всех типов волос, для нормальных/сухих волос.Потребности кожи: увлажнение и восстановление сияния. Объем: 75 мл.;Aqua (Water), Crambe Abyssinica (Abyssinian) Seed Oil Phytosterol Esters, Glycerin, Hydrolyzed Ceratonia Siliqua (Carob) Seed Extract, Zea Mays Starch, Guar Hydroxypropyltrimonium Chloride, Polyquaternium-7, Inulin, Polyquaternium-37, Hexanediol, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Hydrolyzed Quinoa, Crambe Maritime (Blue Seakale) Leaf Extract, Butylene Glycol, Olea Europaea (Olive) Fruit Oil, Agave Tequilana Leaf Extract, Argania Spinosa (Argan) Kernel Oil, Persea Gratissima (Avocado) Oil, Inulin Lauryl Carbamate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol, Parfum (Fragrance), Sodium Phytate;;;
6176/0;;"Z-14M
Кондиционер для волос ""Увлажнение и сияние"". Для нормальных и сухих волос. 200 мл
5200393826279";Z-14M;0,22;368;5200393826279;0;599р.;389р.;; - ;;;С абиссинским маслом, гиалуроновой кислотой и растительным кератином.Питает сухие волосы и восстанавливает их природный блеск. Делает их шелковистыми и блестящими. Облегчает расчёсывание и укладку.Содержание натуральных ингредиентов: 97,8%Тип волос: для нормальных/сухих волос.Потребности кожи: увлажнение и восстановление сияния. Объем: 200 мл.;Aqua (Water), Crambe Abyssinica (Abyssinian) Seed Oil Phytosterol Esters, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol,  Aloe Barbadensis Leaf Juice, Glycerin, Peg-40 Stearate, Ceteareth-20, Olea Europaea (Olive) Fruit Oil, Tocopheryl Acetate, Persea Gratissima (Avocado) Oil, Cocos Nucifera (Coconut) Oil, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Hydrolyzed Glycosaminoglycans, Hydrolyzed Rice Protein, Hyaluronic Acid, Inulin, Panthenol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
6177/0;;"Z-14P
Кондиционер для волос ""Защита цвета и восстановление"". Для окрашенных и поврежденных вол
5200393831235";Z-14P;0,22;368;5200393831235;0;599р.;389р.;; - ;;;С абиссинским и аргановым маслом, растительным кератином, витамином Е.Восстанавливает и укрепляет ослабленные волосы, поддерживает яркость цвета. Дарит неповторимую мягкость и блеск. Облегчает расчёсывание и укладку.Содержание натуральных ингредиентов: 98%Тип волос: для окрашенных/поврежденных волос. Потребности кожи: увлажнение и восстановление сияния. Объем: 200 мл.;Aqua (Water), Crambe Abyssinica Seed Oil Phytosterol Esters, Behentrimonium Chloride, Glyceryl Stearate, Cetearyl Alcohol, Lauryl Alcohol, Myristyl Alcohol, Glycerin, PEG-40 Stearate, Ceteareth-20, Hydrolyzed Quinoa, Hydrolyzed Adansonia Digitata (Baobab) Seed Protein, Olea Europaea (Olive) Fruit Oil, Inulin, Argania Spinosa (Argan) Kernel Oil, Wheat Amino Acids, Soy Amino Acids, Arginine HCl, Serine, Threonine, Camellia Oleifera Seed Oil, Tocopheryl Acetate, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Parfum (Fragrance), Guar Hydroxypropyl Trimonium Chloride, Sodium Phytate;;;
