title;title;desc;manage_stock;stock_status;artikul;price;imageFileName
Canaan многофункциональный крем для рук, Organic Cosmetics;Серия Chic Cosmetics;Комплексный уход за чувствительной кожей рук. Органические  масла орехов макадамии, жожоба и оливок.<br>Смягчает кожу рук, снимает раздражение, делает кожу гладкой  и эластичной;no;instock;16389;906,75;canaan-multi-action-hand-cream-organic-cosmetics.gif
Canaan Мыло - плинг для тела, Dead Sea;Мыла Dead Sea;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло - плинг для тела, Dead Sea;Спа - и уход за телом;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло - плинг для тела, Dead Sea;Для душа;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло - плинг для тела, Dead Sea;Серия Chic Cosmetics;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло - плинг для тела, Dead Sea;Солевые скрабы Dead Sea;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло - плинг для тела, Dead Sea;Брэнд Dead Sea;За счет наличия мягких органических кислот в составе мыло прекрасно удаляет огрубевшие частички кожи, минералы Мертвого Моря балансируют pH кожи, делая ее мягкой и гладкой.<br><br>250 мл<br>(артикул 16440);no;instock;16440;1101,75;canaan-body-peeling-soap-dead-sea-products.gif
Canaan Мыло с минеральной грязью Мертвого МОря, Dead Sea ;Брэнд Dead Sea;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. <br>Используется как мыло - скраб, поддерживающий оптимальный pH кожи .<br><br> Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.<br><br>Не сушит кожу, имеет гипоаллергенный эффект.<br><br>100 г<br><br>(артикул 16427);no;instock;16427;516,75;canaan-mineral-mud-soap-dead-sea-cosmetics.gif
Canaan Мыло с минеральной грязью Мертвого МОря, Dead Sea ;Для душа;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. <br>Используется как мыло - скраб, поддерживающий оптимальный pH кожи .<br><br> Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.<br><br>Не сушит кожу, имеет гипоаллергенный эффект.<br><br>100 г<br><br>(артикул 16427);no;instock;16427;516,75;canaan-mineral-mud-soap-dead-sea-cosmetics.gif
Canaan Мыло с минеральной грязью Мертвого МОря, Dead Sea ;Грязи Dead Sea;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. <br>Используется как мыло - скраб, поддерживающий оптимальный pH кожи .<br><br> Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.<br><br>Не сушит кожу, имеет гипоаллергенный эффект.<br><br>100 г<br><br>(артикул 16427);no;instock;16427;516,75;canaan-mineral-mud-soap-dead-sea-cosmetics.gif
Canaan Мыло с минеральной грязью Мертвого МОря, Dead Sea ;Мыла Dead Sea;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. <br>Используется как мыло - скраб, поддерживающий оптимальный pH кожи .<br><br> Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.<br><br>Не сушит кожу, имеет гипоаллергенный эффект.<br><br>100 г<br><br>(артикул 16427);no;instock;16427;516,75;canaan-mineral-mud-soap-dead-sea-cosmetics.gif
Canaan Мыло с минеральной грязью Мертвого МОря, Dead Sea ;Серия Chic Cosmetics;Уникальное мыло из серии Dead Sea, содержит 21 минеральных компонента Мертвого Моря  и масла. <br>Используется как мыло - скраб, поддерживающий оптимальный pH кожи .<br><br> Содержит запатентованный комплекс CSE Complex ™ и оливковое масло, т.о. мыло оказывает и очищающий, и увлажняющий эффект.<br><br>Не сушит кожу, имеет гипоаллергенный эффект.<br><br>100 г<br><br>(артикул 16427);no;instock;16427;516,75;canaan-mineral-mud-soap-dead-sea-cosmetics.gif
Clineral Atopic Shower and Bath Oil with Dead Sea Minerals;Очищающие минеральные средства Dead Sea;Clineral - Dead Sea Remedies' new innovative product, TOPIC shower  n  Bath Oil helps in reducing irritation, redness and dryness. TOPIC shower  n  Bath Oil Suitable for newborns and children (артикул 16038);no;instock;16038;1621,75;clineral-atopic-shower-bath-oil-dead-sea-minerals.jpg
Clineral Atopic Shower and Bath Oil with Dead Sea Minerals;Лечебная серия Dead Sea;Clineral - Dead Sea Remedies' new innovative product, TOPIC shower  n  Bath Oil helps in reducing irritation, redness and dryness. TOPIC shower  n  Bath Oil Suitable for newborns and children (артикул 16038);no;instock;16038;1621,75;clineral-atopic-shower-bath-oil-dead-sea-minerals.jpg
Clineral Atopic Shower and Bath Oil with Dead Sea Minerals;Брэнд Dead Sea;Clineral - Dead Sea Remedies' new innovative product, TOPIC shower  n  Bath Oil helps in reducing irritation, redness and dryness. TOPIC shower  n  Bath Oil Suitable for newborns and children (артикул 16038);no;instock;16038;1621,75;clineral-atopic-shower-bath-oil-dead-sea-minerals.jpg
Clineral Atopic Shower and Bath Oil with Dead Sea Minerals;Для душа;Clineral - Dead Sea Remedies' new innovative product, TOPIC shower  n  Bath Oil helps in reducing irritation, redness and dryness. TOPIC shower  n  Bath Oil Suitable for newborns and children (артикул 16038);no;instock;16038;1621,75;clineral-atopic-shower-bath-oil-dead-sea-minerals.jpg
Dead Sea Cosmetics Gift Set - Face and Hair Care;Брэнд Dead Sea;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Face and Hair Care;Косметические наборы Dead Sea;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Face and Hair Care;Уход за лицом;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Face and Hair Care;Уход за волосами;Spoil your loved  one with this Health and Beauty Face and Hair Care Gift Set. This set will provide the full care treatment to your face and hair, giving your body just what it needs. (артикул 15822);no;instock;15822;6496,75;dead-sea-cosmetics-gift-set-face-hair-care.gif
Dead Sea Cosmetics Gift Set - Olive Oil and Honey;Брэнд Dead Sea;Treat yourself or your loved one to this wonderful Health and Beauty Olive Oil and Honey Gift Set with all the perfect products to nourish and give your body and hair that smooth and rejuvenated feeling. The products are packed for delivery , the gift box attached for self wrapping. (артикул 15820);no;instock;15820;5196,75;dead-sea-cosmetics-gift-set-olive-oil-honey_0.gif
Dead Sea Cosmetics Gift Set - Olive Oil and Honey;Косметические наборы Dead Sea;Treat yourself or your loved one to this wonderful Health and Beauty Olive Oil and Honey Gift Set with all the perfect products to nourish and give your body and hair that smooth and rejuvenated feeling. The products are packed for delivery , the gift box attached for self wrapping. (артикул 15820);no;instock;15820;5196,75;dead-sea-cosmetics-gift-set-olive-oil-honey_0.gif
Dead Sea Face and Eye Gel Serum for Men;Уход за кожей вокруг глаз;Smooth those wrinkles and nourish your skin with Sea of Spa's face and eye gel serum enriched with Dead Sea minerals and other unique ingredients. (артикул 15910);no;instock;15910;1816,75;dead-sea-face-eye-gel-serum-men.gif
Dead Sea Face and Eye Gel Serum for Men;Уход за лицом;Smooth those wrinkles and nourish your skin with Sea of Spa's face and eye gel serum enriched with Dead Sea minerals and other unique ingredients. (артикул 15910);no;instock;15910;1816,75;dead-sea-face-eye-gel-serum-men.gif
Dead Sea Face and Eye Gel Serum for Men;Мужская косметическая линия Dead Sea;Smooth those wrinkles and nourish your skin with Sea of Spa's face and eye gel serum enriched with Dead Sea minerals and other unique ingredients. (артикул 15910);no;instock;15910;1816,75;dead-sea-face-eye-gel-serum-men.gif
Dead Sea Face and Eye Gel Serum for Men;Спа - серия Sea of SPA;Smooth those wrinkles and nourish your skin with Sea of Spa's face and eye gel serum enriched with Dead Sea minerals and other unique ingredients. (артикул 15910);no;instock;15910;1816,75;dead-sea-face-eye-gel-serum-men.gif
Dead Sea Face Toner with Aloe Vera Chamomile and Vitamin A;Уход за лицом;Enriched with natural ingredients and Dead Sea minerals, this facial toner with Chamomile, Aloe Vera and Vitamin A, this toner will leave your skin clean, moisturized and rejuvenated. (артикул 16001);no;instock;16001;1101,75;dead-sea-face-toner-aloe-vera-chamomile-vitamin.gif
Dead Sea Face Toner with Aloe Vera Chamomile and Vitamin A;Брэнд Dead Sea;Enriched with natural ingredients and Dead Sea minerals, this facial toner with Chamomile, Aloe Vera and Vitamin A, this toner will leave your skin clean, moisturized and rejuvenated. (артикул 16001);no;instock;16001;1101,75;dead-sea-face-toner-aloe-vera-chamomile-vitamin.gif
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Брэнд Dead Sea;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Уход за кожей рук и ног;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Супер скидки;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Hand and Foot Cream Bundle - Great Deal!;Уход за кожей ног;Vitamins A and E enrich both the hand  n  nail cream and the anti-crack foot cream with additional Dead Sea minerals to make your skin look younger and feel smoother.100 ml each tube (артикул 14883);no;instock;14883;841,75;dead-sea-minerals-hand-foot-cream-bundle-great-deal.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Уход за лицом;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Грязи Dead Sea;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Брэнд Dead Sea;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Противовоспалительная продукция ухода за лицом Dead Sea;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Лечебная серия Dead Sea;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Minerals Purifying Mud Mask for Sensitive and Acne-Prone Skin;Маски Dead Sea;Dead Sea mineral mud mask cleanses and purifies, absorbing extra oil and leaving skin rejuvenated. For sensitive and acne-prone skin types (артикул 14925);no;instock;14925;1946,75;dead-sea-minerals-purifying-mud-mask-sensitive-acne-prone-skin.jpg
Dead Sea Soapless Peeling with Glycerin Orange Oil and Vitamin E;Для душа;Health and Beauty's Luxurious Soapless Face Peeling with Glycerin Orange Oil  n  Vitamin E is a gentle, nourishing, foaming cleanser for non-abrasive Facial peeling. This special product  moisturizes while deep cleansing your skin and pores. (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea Soapless Peeling with Glycerin Orange Oil and Vitamin E;Брэнд Dead Sea;Health and Beauty's Luxurious Soapless Face Peeling with Glycerin Orange Oil  n  Vitamin E is a gentle, nourishing, foaming cleanser for non-abrasive Facial peeling. This special product  moisturizes while deep cleansing your skin and pores. (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea Soapless Peeling with Glycerin Orange Oil and Vitamin E;Мыла Dead Sea;Health and Beauty's Luxurious Soapless Face Peeling with Glycerin Orange Oil  n  Vitamin E is a gentle, nourishing, foaming cleanser for non-abrasive Facial peeling. This special product  moisturizes while deep cleansing your skin and pores. (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea гипоалергенное Мыло с Оливковым маслом и Медом;Мыла Dead Sea;Dead Sea антивозрастное минеральное мыло.<br>Содержит Оливковое масло и мед, отлично увлажняя и очищая кожу<br><br>125 г <br>(артикул 13174);no;instock;13174;776,75;hypoallergenic-olive-oil-honey-dead-sea-soap.jpg
Dead Sea гипоалергенное Мыло с Оливковым маслом и Медом;Брэнд Dead Sea;Dead Sea антивозрастное минеральное мыло.<br>Содержит Оливковое масло и мед, отлично увлажняя и очищая кожу<br><br>125 г <br>(артикул 13174);no;instock;13174;776,75;hypoallergenic-olive-oil-honey-dead-sea-soap.jpg
Dead Sea гипоалергенное Мыло с Оливковым маслом и Медом;Для душа;Dead Sea антивозрастное минеральное мыло.<br>Содержит Оливковое масло и мед, отлично увлажняя и очищая кожу<br><br>125 г <br>(артикул 13174);no;instock;13174;776,75;hypoallergenic-olive-oil-honey-dead-sea-soap.jpg
Dead Sea Защитный крем для рук, Natural Sea Beauty;Уход за кожей рук и ног;Защищает кожу рук от УФ - воздействия и смягчает;no;instock;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Защитный крем для рук, Natural Sea Beauty;Брэнд Dead Sea;Защищает кожу рук от УФ - воздействия и смягчает;no;instock;7116;1491,75;dead-sea-protective-hand-cream-natural-sea-beauty.jpg
Dead Sea Интенсивный защитный крем для рук,  Sea of Spa;Уход за кожей рук и ног;Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml;no;instock;15330;646,75;dead-sea-intensive-protection-hand-cream-sea-spa.gif
Dead Sea Интенсивный защитный крем для рук,  Sea of Spa;Спа - серия Sea of SPA;Интенсивный, усиленная защита кожи рук с минералами Мертвого Моря. Восстанавливает, смягчает и питает кожу рук. 150 ml;no;instock;15330;646,75;dead-sea-intensive-protection-hand-cream-sea-spa.gif
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Спа - серия Sea of SPA;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Брэнд Dead Sea;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Маски Dead Sea;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска  - кондиционер с грязью Мертвого Моря;Уход за волосами;Уникальная формула маски содержит в составе:<br> - минералы Мертвого Моря,<br> - растительный экстракты, <br> - Оливковое Масло, <br> - масло Миндаля <br> - масло Жожоба, <br> - витамин Е. T<br><br>Делает волосы гладки ми, блестящими, питает и увлажняет кожу головы. <br>Рекомендовано для поврежденных окраской или термообработкой волос.<br><br>Применение: нанести на чистые влажные волосы, оставить на 5-10 минут, смыть маску теплой водой<br><br>250 мл<br><br>(артикул 15344);no;instock;15344;1491,75;dead-sea-hair-conditioning-mud-mask-sea-spa.jpg
Dead Sea Маска для окрашенных волос с облепихой;Маски Dead Sea;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Маска для окрашенных волос с облепихой;Уход за волосами;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Маска для окрашенных волос с облепихой;Брэнд Dead Sea;<br>Мака содержит концентрат Облепихового масла, антиоксиданты, Витамины  A, E и  B5 , экстракт моркови и масло Ши<br><br>Используется после шампуня - наносится на голову и втирается в кожу массажными движениями. Оставить на 5 минут и смыть теплой водой<br><br>250 мл<br><br>(артикул 14899);no;instock;14899;1296,75;dead-sea-minerals-sea-buckthorn-obliphica-nourishing-hair-mask-dry-or-colored-hair.jpg
Dead Sea Мыло - молочко против псориаза;Брэнд Dead Sea;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Мыло - молочко против псориаза;Спа - и уход за телом;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Мыло - молочко против псориаза;Крема от псориаза Dea Sea;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Мыло - молочко против псориаза;Для душа;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Мыло - молочко против псориаза;Мыла Dead Sea;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Мыло - молочко против псориаза;Спа - серия Sea of SPA;Нежно очищает пораженные участки кожи<br>Содержит 26 специализированных минералов Мертвого Моря, известные именно противопсориазным эффектом.<br><br>Наносится на влажную кожу. <br><br>250 мл<br>артикул 15595);no;instock;15595;2596,75;dead-sea-skin-relief-psoriasis-body-milk-soap.jpg
Dead Sea Набор для ухода за ногтями;Брэнд Dead Sea;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;no;instock;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Набор для ухода за ногтями;Уход за кожей рук и ног;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;no;instock;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Набор для ухода за ногтями;Спа - серия Sea of SPA;Набор для ухода за ногтями:<br>- интенсивный восстанавливающий гель для рук и ногтей с минералами мертвого Моря и масло алоэ,<br>- пилка для ногтей с 4 полирующими поверхностями,<br>- масло для кутикулы и<br>- 2 увлажняющие полирующие салфетки;no;instock;15940;1946,75;dead-sea-nail-care-kit.gif
Dead Sea Пилинг с глицерином, маслом апельсина и витамином Е;Мыла Dead Sea;Этот пиллинг-крем не содержит мыла, поэтому глубокое очищающее действие не сушит кожу. <br>Отлично удаляет ороговевшие клетки, грязь и поврежденные клетки кожи, масло апельсина удаляет пигментные пятна и способствует регенерации кожи.<br>Подходит для чувствительной кожи, не вызывает раздражения.<br><br>Дополнительно содержит экстракт ромашки, витамин Е и минералы Мертвого Моря.<br><br>Относится к анти-возрастной серии ухода за лицом<br><br>250 мл<br><br> (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea Пилинг с глицерином, маслом апельсина и витамином Е;Брэнд Dead Sea;Этот пиллинг-крем не содержит мыла, поэтому глубокое очищающее действие не сушит кожу. <br>Отлично удаляет ороговевшие клетки, грязь и поврежденные клетки кожи, масло апельсина удаляет пигментные пятна и способствует регенерации кожи.<br>Подходит для чувствительной кожи, не вызывает раздражения.<br><br>Дополнительно содержит экстракт ромашки, витамин Е и минералы Мертвого Моря.<br><br>Относится к анти-возрастной серии ухода за лицом<br><br>250 мл<br><br> (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
Dead Sea Пилинг с глицерином, маслом апельсина и витамином Е;Для душа;Этот пиллинг-крем не содержит мыла, поэтому глубокое очищающее действие не сушит кожу. <br>Отлично удаляет ороговевшие клетки, грязь и поврежденные клетки кожи, масло апельсина удаляет пигментные пятна и способствует регенерации кожи.<br>Подходит для чувствительной кожи, не вызывает раздражения.<br><br>Дополнительно содержит экстракт ромашки, витамин Е и минералы Мертвого Моря.<br><br>Относится к анти-возрастной серии ухода за лицом<br><br>250 мл<br><br> (артикул 16008);no;instock;16008;1101,75;dead-sea-soapless-peeling-glycerin-orange-oil-vitamin-e.gif
H and B Bag Contains 600 gr, Dead Sea Mud;Грязи Dead Sea;Bring the pampering Dead Sea experience to your skin with this pure, mineral-rich black mud from the world's lowest place. For all skin types. Individual Use Packet each 600 g./ 20.4 oz / 1.32 lbs (артикул 14914);no;instock;14914;776,75;h-b-bag-contains-600-gr-dead-sea-mud.jpg
H and B Bag Contains 600 gr, Dead Sea Mud;Лечебная серия Dead Sea;Bring the pampering Dead Sea experience to your skin with this pure, mineral-rich black mud from the world's lowest place. For all skin types. Individual Use Packet each 600 g./ 20.4 oz / 1.32 lbs (артикул 14914);no;instock;14914;776,75;h-b-bag-contains-600-gr-dead-sea-mud.jpg
H and B Dead Sea Aloe Vera Moisturizer 180ml;Брэнд Dead Sea;Help your skin feel silky smooth with this Dead Sea Minerals Moisterizer enriches with soothing Aloe Vera. (артикул 15230);no;instock;15230;906,75;hb-dead-sea-aloe-vera-moisturizer-180ml.jpg
H and B Dead Sea Aloe Vera Moisturizer 180ml;Солнцезащитные крема Dead Sea;Help your skin feel silky smooth with this Dead Sea Minerals Moisterizer enriches with soothing Aloe Vera. (артикул 15230);no;instock;15230;906,75;hb-dead-sea-aloe-vera-moisturizer-180ml.jpg
H and B Dead Sea Aloe Vera Moisturizer 180ml;Спа - и уход за телом;Help your skin feel silky smooth with this Dead Sea Minerals Moisterizer enriches with soothing Aloe Vera. (артикул 15230);no;instock;15230;906,75;hb-dead-sea-aloe-vera-moisturizer-180ml.jpg
H and B Dead Sea Makeup Remover Towelettes;Уход за лицом;Your skin takes a beating everyday from the wind and dirt in the air around you. Use these refreshing makeup remover wipes from H n B Dead sea minerals to cleanse your face of makeup and other impurities. (артикул 15229);no;instock;15229;646,75;hb-dead-sea-makeup-remover-towelettes.jpg
H and B Dead Sea Makeup Remover Towelettes;Брэнд Dead Sea;Your skin takes a beating everyday from the wind and dirt in the air around you. Use these refreshing makeup remover wipes from H n B Dead sea minerals to cleanse your face of makeup and other impurities. (артикул 15229);no;instock;15229;646,75;hb-dead-sea-makeup-remover-towelettes.jpg
H and B Dead Sea Minerals Refreshing Foot Cream Deodarant, 100 ml tube;Брэнд Dead Sea;Vitamins A and E enrich this foot cream based on Dead Sea minerals that not only moisturizes and heals cracked skin, but also offer protection against foot odor.100 ml tube (артикул 14943);no;instock;14943;581,75;hb-dead-sea-minerals-refreshing-foot-cream-deodarant-100-ml-tube.jpg
